dia_ocu,mes_ocu,hora_ocu,depto_ocu,mupio_ocu,año_ocu,numero_vehiculos_involucrados,fallecidos,lesionados
31.0,5,17.0,5,501,2013,1,0,1
31.0,5,18.0,1,102,2013,1,0,1
31.0,5,19.0,22,2201,2013,1,0,2
31.0,5,19.0,9,901,2013,1,0,1
31.0,5,2.0,1,102,2013,1,0,1
31.0,5,20.0,1,115,2013,1,0,0
31.0,5,20.0,13,1301,2013,1,0,0
31.0,5,21.0,1,101,2013,1,0,1
31.0,5,22.0,1,101,2013,2,1,0
31.0,5,3.0,1,101,2013,1,0,0
31.0,5,3.0,20,2001,2013,1,0,2
31.0,5,7.0,1,110,2013,1,0,0
4.0,5,13.0,21,2101,2013,1,0,1
4.0,5,18.0,1,101,2013,1,0,1
4.0,5,18.0,10,1001,2013,1,1,0
4.0,5,18.0,3,301,2013,1,1,4
4.0,5,2.0,1,101,2013,1,0,1
4.0,5,2.0,17,1701,2013,1,0,1
4.0,5,20.0,10,1001,2013,1,0,0
4.0,5,6.0,6,601,2013,1,1,0
4.0,5,7.0,6,601,2013,1,1,0
4.0,5,9.0,1,102,2013,1,0,2
5.0,5,10.0,9,901,2013,1,0,1
5.0,5,11.0,5,501,2013,1,1,0
5.0,5,11.0,7,701,2013,1,0,1
5.0,5,12.0,22,2201,2013,1,0,3
5.0,5,12.0,8,801,2013,1,0,0
5.0,5,13.0,1,115,2013,1,1,0
5.0,5,13.0,3,303,2013,1,0,1
5.0,5,13.0,7,701,2013,1,0,1
5.0,5,14.0,1,110,2013,1,0,1
5.0,5,15.0,1,101,2013,1,0,0
5.0,5,15.0,1,102,2013,2,0,2
5.0,5,16.0,1,102,2013,1,0,2
5.0,5,16.0,1,113,2013,1,0,0
5.0,5,17.0,1,101,2013,1,0,0
5.0,5,18.0,6,601,2013,1,1,0
5.0,5,19.0,1,101,2013,2,0,1
5.0,5,19.0,1,108,2013,1,0,1
5.0,5,19.0,19,1901,2013,1,1,0
5.0,5,19.0,5,501,2013,1,0,0
5.0,5,20.0,15,1501,2013,1,1,0
5.0,5,20.0,5,501,2013,1,1,0
5.0,5,20.0,7,701,2013,1,1,0
5.0,5,22.0,1,101,2013,1,0,0
5.0,5,22.0,20,2001,2013,1,0,1
5.0,5,23.0,17,1701,2013,1,1,0
5.0,5,4.0,1,101,2013,1,0,1
6.0,5,11.0,6,610,2013,1,0,1
6.0,5,13.0,15,1501,2013,1,0,1
6.0,5,14.0,1,108,2013,1,0,0
6.0,5,16.0,21,2106,2013,1,0,0
6.0,5,17.0,4,414,2013,1,0,1
6.0,5,18.0,1,110,2013,1,0,1
6.0,5,20.0,3,301,2013,1,0,0
6.0,5,23.0,1,101,2013,1,0,0
6.0,5,5.0,6,601,2013,1,0,2
7.0,5,15.0,1,101,2013,1,0,1
7.0,5,16.0,1,115,2013,1,0,1
7.0,5,16.0,5,501,2013,1,1,0
7.0,5,19.0,1,114,2013,1,0,0
7.0,5,19.0,1,115,2013,1,0,1
7.0,5,19.0,5,511,2013,1,0,1
7.0,5,20.0,13,1312,2013,1,0,0
7.0,5,21.0,16,1614,2013,1,0,1
7.0,5,21.0,19,1901,2013,1,0,0
7.0,5,7.0,7,701,2013,1,0,1
8.0,5,11.0,1,108,2013,1,1,0
8.0,5,12.0,21,2101,2013,1,0,1
8.0,5,13.0,17,1701,2013,1,0,6
8.0,5,13.0,2,208,2013,1,1,1
8.0,5,13.0,8,801,2013,1,0,0
8.0,5,14.0,10,1014,2013,1,0,1
8.0,5,15.0,7,701,2013,1,0,3
8.0,5,16.0,16,1613,2013,1,0,2
8.0,5,16.0,6,601,2013,1,0,1
8.0,5,17.0,5,511,2013,1,0,1
8.0,5,18.0,1,101,2013,1,0,1
8.0,5,19.0,1,117,2013,1,0,2
8.0,5,20.0,1,115,2013,1,0,1
8.0,5,21.0,1,108,2013,1,0,0
8.0,5,9.0,1,117,2013,1,1,0
8.0,5,9.0,17,1701,2013,1,0,1
8.0,5,9.0,2,208,2013,1,1,0
9.0,5,0.0,19,1902,2013,1,0,0
9.0,5,1.0,4,407,2013,1,0,1
9.0,5,12.0,1,101,2013,1,0,1
9.0,5,12.0,16,1615,2013,1,1,2
9.0,5,14.0,1,101,2013,1,0,1
9.0,5,15.0,13,1312,2013,1,0,1
9.0,5,15.0,19,1901,2013,1,0,4
9.0,5,18.0,14,1401,2013,1,1,0
9.0,5,19.0,11,1101,2013,1,0,1
9.0,5,20.0,17,1712,2013,1,0,1
9.0,5,20.0,20,2001,2013,1,0,2
9.0,5,21.0,1,103,2013,1,0,1
9.0,5,21.0,16,1616,2013,1,0,1
9.0,5,21.0,20,2001,2013,1,1,0
9.0,5,22.0,1,101,2013,1,1,0
9.0,5,22.0,1,108,2013,1,0,1
9.0,5,7.0,1,101,2013,1,0,0
9.0,5,8.0,10,1010,2013,1,0,1
9.0,5,8.0,12,1206,2013,1,0,6
9.0,5,9.0,1,101,2013,1,0,1
1.0,6,0.0,11,1101,2013,1,0,2
1.0,6,0.0,16,1601,2013,1,0,0
1.0,6,1.0,16,1601,2013,1,0,2
1.0,6,10.0,17,1701,2013,1,0,1
1.0,6,11.0,19,1901,2013,1,1,0
1.0,6,12.0,1,110,2013,1,0,4
1.0,6,12.0,6,601,2013,1,0,0
1.0,6,14.0,1,101,2013,2,0,6
1.0,6,14.0,1,102,2013,1,0,1
1.0,6,15.0,1,101,2013,1,0,2
1.0,6,15.0,1,105,2013,1,0,1
1.0,6,19.0,1,101,2013,1,0,2
1.0,6,19.0,21,2101,2013,1,0,0
1.0,6,2.0,1,101,2013,1,0,0
1.0,6,2.0,1,108,2013,1,0,0
1.0,6,20.0,1,101,2013,1,0,0
1.0,6,20.0,10,1001,2013,1,1,0
1.0,6,20.0,13,1301,2013,1,0,1
1.0,6,20.0,20,2001,2013,1,1,0
1.0,6,20.0,3,301,2013,1,1,0
1.0,6,20.0,5,501,2013,2,0,1
1.0,6,21.0,1,101,2013,1,0,0
1.0,6,21.0,19,1901,2013,1,0,2
1.0,6,22.0,1,101,2013,1,1,0
1.0,6,22.0,1,115,2013,1,1,0
1.0,6,22.0,19,1901,2013,1,0,1
1.0,6,22.0,5,501,2013,1,0,3
1.0,6,23.0,1,101,2013,1,0,2
1.0,6,23.0,12,1201,2013,1,0,0
1.0,6,23.0,18,1801,2013,1,0,1
1.0,6,3.0,1,101,2013,1,1,1
1.0,6,3.0,1,115,2013,1,0,1
1.0,6,4.0,5,501,2013,1,0,0
1.0,6,5.0,20,2001,2013,1,1,0
1.0,6,7.0,18,1801,2013,1,0,0
1.0,6,9.0,20,2001,2013,1,1,0
10.0,6,12.0,22,2201,2013,1,0,1
10.0,6,14.0,5,501,2013,1,0,5
10.0,6,15.0,14,1401,2013,1,0,0
10.0,6,16.0,4,401,2013,1,0,0
10.0,6,18.0,12,1201,2013,1,0,5
10.0,6,18.0,9,901,2013,1,0,0
10.0,6,20.0,21,2101,2013,1,0,1
10.0,6,21.0,13,1301,2013,1,0,0
10.0,6,21.0,20,2001,2013,1,0,1
10.0,6,21.0,5,501,2013,1,0,1
10.0,6,23.0,10,1001,2013,1,0,1
10.0,6,7.0,16,1601,2013,1,0,1
10.0,6,7.0,21,2101,2013,1,0,2
10.0,6,8.0,11,1101,2013,1,0,1
10.0,6,9.0,18,1801,2013,1,0,2
11.0,6,1.0,4,401,2013,1,0,3
11.0,6,16.0,20,2001,2013,1,1,0
11.0,6,17.0,13,1301,2013,1,1,0
11.0,6,18.0,4,401,2013,1,0,1
11.0,6,19.0,20,2001,2013,1,0,1
11.0,6,20.0,1,101,2013,1,0,1
11.0,6,20.0,1,110,2013,1,0,1
11.0,6,20.0,13,1301,2013,1,0,1
11.0,6,21.0,9,901,2013,1,1,0
11.0,6,3.0,1,110,2013,1,0,1
11.0,6,9.0,16,1601,2013,1,0,1
12.0,6,16.0,8,801,2013,1,1,0
12.0,6,17.0,9,920,2013,1,1,1
12.0,6,18.0,1,101,2013,1,0,1
12.0,6,18.0,13,1301,2013,1,0,1
12.0,6,18.0,7,712,2013,1,1,0
12.0,6,2.0,1,101,2013,1,0,1
12.0,6,20.0,9,901,2013,1,0,7
12.0,6,21.0,15,1507,2013,1,0,2
12.0,6,7.0,17,1707,2013,1,0,1
12.0,6,7.0,19,1901,2013,1,0,0
12.0,6,7.0,7,701,2013,1,1,0
12.0,6,8.0,1,101,2013,1,0,1
12.0,6,9.0,1,101,2013,1,0,3
13.0,6,11.0,1,101,2013,1,1,0
13.0,6,13.0,1,101,2013,1,0,2
13.0,6,15.0,12,1215,2013,1,0,4
13.0,6,15.0,14,1410,2013,1,1,13
13.0,6,18.0,17,1710,2013,1,0,0
13.0,6,19.0,3,308,2013,1,0,1
13.0,6,21.0,5,509,2013,1,0,1
13.0,6,22.0,1,101,2013,2,0,1
13.0,6,22.0,17,1703,2013,1,0,1
13.0,6,22.0,21,2105,2013,1,0,1
13.0,6,6.0,4,401,2013,1,0,1
13.0,6,8.0,1,101,2013,1,0,1
13.0,6,8.0,1,115,2013,1,0,3
14.0,6,0.0,1,101,2013,1,0,1
14.0,6,0.0,9,901,2013,1,0,0
14.0,6,1.0,1,101,2013,1,0,0
14.0,6,13.0,1,115,2013,1,1,0
14.0,6,14.0,1,101,2013,1,0,1
14.0,6,14.0,17,1711,2013,1,0,1
14.0,6,16.0,1,101,2013,1,0,2
14.0,6,17.0,18,1803,2013,1,0,1
14.0,6,18.0,1,101,2013,1,0,1
14.0,6,2.0,16,1616,2013,1,1,0
14.0,6,20.0,1,102,2013,1,0,1
14.0,6,21.0,1,101,2013,1,0,0
14.0,6,23.0,1,101,2013,1,0,1
14.0,6,3.0,15,1501,2013,1,1,0
14.0,6,5.0,1,105,2013,1,0,19
14.0,6,7.0,1,101,2013,1,0,1
14.0,6,8.0,1,101,2013,1,0,1
14.0,6,8.0,18,1803,2013,1,1,0
15.0,6,10.0,6,601,2013,1,0,1
15.0,6,12.0,4,409,2013,1,1,7
15.0,6,13.0,5,505,2013,1,0,2
15.0,6,15.0,3,301,2013,1,0,1
15.0,6,17.0,5,511,2013,1,0,1
15.0,6,19.0,3,301,2013,1,1,0
15.0,6,2.0,1,101,2013,2,0,3
15.0,6,2.0,1,108,2013,1,0,2
15.0,6,2.0,14,1406,2013,1,1,0
15.0,6,21.0,1,114,2013,1,0,1
15.0,6,21.0,5,507,2013,1,0,2
15.0,6,23.0,17,1701,2013,1,0,1
15.0,6,3.0,10,1002,2013,1,1,0
15.0,6,8.0,7,705,2013,1,1,0
16.0,6,0.0,1,101,2013,1,0,1
16.0,6,1.0,18,1803,2013,1,1,0
16.0,6,11.0,6,603,2013,1,0,2
16.0,6,12.0,13,1301,2013,1,1,0
16.0,6,13.0,18,1801,2013,1,0,0
16.0,6,13.0,21,2106,2013,1,0,11
16.0,6,16.0,1,105,2013,1,0,1
16.0,6,16.0,1,115,2013,1,0,0
16.0,6,17.0,21,2101,2013,1,0,1
16.0,6,18.0,9,901,2013,1,0,0
16.0,6,20.0,5,511,2013,1,0,0
16.0,6,21.0,17,1707,2013,1,0,1
16.0,6,22.0,1,117,2013,1,0,0
16.0,6,5.0,1,101,2013,1,0,1
16.0,6,7.0,1,101,2013,1,0,1
16.0,6,8.0,1,107,2013,1,0,0
17.0,6,0.0,5,501,2013,1,0,0
17.0,6,15.0,1,101,2013,1,0,0
17.0,6,15.0,1,110,2013,1,0,1
17.0,6,15.0,12,1201,2013,1,1,0
17.0,6,16.0,19,1901,2013,1,0,1
17.0,6,18.0,1,101,2013,1,0,0
17.0,6,18.0,8,801,2013,1,0,1
17.0,6,19.0,1,115,2013,1,0,1
17.0,6,19.0,6,601,2013,1,1,0
17.0,6,20.0,1,101,2013,1,0,1
17.0,6,20.0,14,1401,2013,1,0,0
17.0,6,20.0,22,2201,2013,1,0,0
17.0,6,22.0,1,101,2013,1,0,0
17.0,6,23.0,1,101,2013,1,0,0
17.0,6,5.0,1,101,2013,1,0,1
17.0,6,6.0,1,101,2013,1,0,1
17.0,6,6.0,22,2201,2013,1,0,2
17.0,6,8.0,1,102,2013,1,1,0
17.0,6,8.0,19,1901,2013,1,0,2
18.0,6,1.0,1,101,2013,2,0,2
18.0,6,10.0,3,301,2013,1,0,1
18.0,6,13.0,18,1801,2013,1,0,1
18.0,6,14.0,4,401,2013,1,0,1
18.0,6,17.0,1,101,2013,1,0,0
18.0,6,18.0,1,101,2013,1,0,0
18.0,6,18.0,1,105,2013,1,0,4
18.0,6,19.0,1,101,2013,1,0,3
18.0,6,19.0,19,1901,2013,1,0,1
18.0,6,21.0,2,201,2013,1,0,1
18.0,6,22.0,12,1201,2013,1,0,2
18.0,6,4.0,12,1201,2013,1,0,0
18.0,6,6.0,17,1701,2013,1,1,0
18.0,6,7.0,1,102,2013,1,1,0
19.0,6,11.0,18,1801,2013,1,0,2
19.0,6,11.0,20,2001,2013,1,0,1
19.0,6,11.0,5,501,2013,1,0,1
19.0,6,12.0,18,1801,2013,1,0,1
19.0,6,14.0,9,901,2013,1,0,0
19.0,6,17.0,13,1301,2013,1,1,0
19.0,6,18.0,10,1001,2013,1,0,1
19.0,6,18.0,15,1501,2013,1,0,0
19.0,6,18.0,9,901,2013,1,0,0
19.0,6,2.0,12,1201,2013,1,0,0
19.0,6,20.0,14,1401,2013,1,0,1
19.0,6,20.0,17,1701,2013,1,0,1
19.0,6,22.0,11,1101,2013,1,1,0
19.0,6,22.0,12,1201,2013,1,0,0
19.0,6,4.0,1,105,2013,1,0,2
19.0,6,6.0,10,1001,2013,1,0,2
19.0,6,6.0,5,501,2013,1,1,1
2.0,6,0.0,5,501,2013,1,0,0
2.0,6,1.0,5,501,2013,1,0,1
2.0,6,1.0,9,901,2013,1,0,1
2.0,6,10.0,1,101,2013,1,0,1
2.0,6,10.0,1,102,2013,1,0,0
2.0,6,10.0,5,509,2013,1,0,1
2.0,6,11.0,1,105,2013,1,0,2
2.0,6,11.0,14,1401,2013,1,0,4
2.0,6,11.0,20,2001,2013,1,0,1
2.0,6,12.0,1,101,2013,1,0,0
2.0,6,13.0,1,101,2013,1,1,0
2.0,6,13.0,3,301,2013,1,0,1
2.0,6,14.0,1,101,2013,1,1,0
2.0,6,14.0,1,110,2013,1,0,1
2.0,6,19.0,1,105,2013,1,0,1
2.0,6,2.0,10,1001,2013,1,1,0
2.0,6,20.0,1,101,2013,1,0,1
2.0,6,21.0,19,1901,2013,1,0,0
2.0,6,22.0,12,1201,2013,2,0,1
2.0,6,22.0,9,901,2013,1,0,5
2.0,6,23.0,12,1201,2013,1,0,0
2.0,6,23.0,15,1501,2013,1,0,0
2.0,6,3.0,1,101,2013,1,0,1
2.0,6,3.0,16,1601,2013,2,1,8
2.0,6,5.0,1,101,2013,1,1,0
2.0,6,5.0,1,102,2013,1,0,0
2.0,6,5.0,1,115,2013,1,1,0
2.0,6,6.0,1,101,2013,1,0,1
2.0,6,6.0,3,301,2013,1,0,1
2.0,6,7.0,6,601,2013,1,2,0
2.0,6,8.0,20,2001,2013,1,0,1
2.0,6,9.0,10,1001,2013,1,0,1
20.0,6,10.0,12,1201,2013,1,0,5
20.0,6,12.0,15,1501,2013,1,0,1
20.0,6,13.0,5,501,2013,1,0,1
20.0,6,14.0,1,108,2013,1,0,1
20.0,6,15.0,1,108,2013,1,0,0
20.0,6,15.0,1,110,2013,1,0,1
20.0,6,15.0,10,1001,2013,1,0,1
20.0,6,15.0,9,901,2013,1,0,0
20.0,6,16.0,4,401,2013,1,0,1
20.0,6,17.0,1,101,2013,1,0,1
20.0,6,17.0,9,917,2013,1,0,1
20.0,6,19.0,1,110,2013,1,0,1
20.0,6,19.0,6,601,2013,1,0,2
20.0,6,22.0,9,901,2013,1,0,0
20.0,6,23.0,1,102,2013,1,0,2
20.0,6,5.0,1,101,2013,2,1,0
20.0,6,5.0,20,2001,2013,1,0,1
20.0,6,6.0,1,101,2013,2,1,0
20.0,6,7.0,1,101,2013,1,0,1
21.0,6,10.0,1,101,2013,1,1,1
21.0,6,12.0,6,603,2013,1,1,0
21.0,6,15.0,5,501,2013,1,0,0
21.0,6,20.0,1,101,2013,1,0,1
21.0,6,22.0,1,115,2013,1,0,2
21.0,6,4.0,1,101,2013,1,0,0
21.0,6,4.0,18,1801,2013,1,0,0
21.0,6,5.0,4,409,2013,1,0,1
21.0,6,6.0,22,2201,2013,1,1,0
21.0,6,7.0,1,101,2013,1,1,1
21.0,6,9.0,1,108,2013,1,0,1
21.0,6,9.0,5,501,2013,1,0,0
22.0,6,0.0,22,2214,2013,1,0,2
22.0,6,10.0,1,101,2013,1,1,1
22.0,6,10.0,5,508,2013,1,1,0
22.0,6,14.0,13,1301,2013,1,0,1
22.0,6,15.0,1,101,2013,1,0,1
22.0,6,15.0,1,108,2013,1,0,1
22.0,6,15.0,5,509,2013,1,1,0
22.0,6,16.0,1,101,2013,1,0,1
22.0,6,17.0,10,1010,2013,1,0,1
22.0,6,18.0,1,101,2013,1,0,1
22.0,6,19.0,1,108,2013,1,0,4
22.0,6,19.0,1,115,2013,1,0,1
22.0,6,19.0,10,1014,2013,1,1,1
22.0,6,2.0,1,101,2013,1,0,0
22.0,6,20.0,1,101,2013,1,0,1
22.0,6,21.0,1,101,2013,1,0,1
22.0,6,21.0,21,2101,2013,1,0,1
22.0,6,22.0,10,1014,2013,1,0,1
22.0,6,4.0,1,101,2013,1,0,1
22.0,6,6.0,2,203,2013,1,0,1
23.0,6,1.0,1,101,2013,2,1,2
23.0,6,1.0,12,1201,2013,1,0,1
23.0,6,10.0,4,415,2013,1,1,0
23.0,6,10.0,5,504,2013,1,0,3
23.0,6,10.0,6,602,2013,1,0,2
23.0,6,13.0,20,2009,2013,1,0,3
23.0,6,14.0,20,2001,2013,1,0,0
23.0,6,16.0,1,116,2013,1,0,1
23.0,6,17.0,6,606,2013,1,0,1
23.0,6,17.0,8,801,2013,1,0,1
23.0,6,18.0,1,101,2013,1,0,0
23.0,6,19.0,21,2101,2013,1,0,2
23.0,6,20.0,1,101,2013,1,0,0
23.0,6,20.0,1,116,2013,1,0,0
23.0,6,20.0,10,1014,2013,1,1,0
23.0,6,20.0,17,1701,2013,1,1,0
23.0,6,21.0,13,1301,2013,1,1,0
23.0,6,22.0,1,112,2013,1,1,0
23.0,6,22.0,22,2202,2013,1,0,3
23.0,6,22.0,4,416,2013,1,0,2
23.0,6,22.0,7,701,2013,1,0,1
23.0,6,23.0,5,506,2013,1,0,0
23.0,6,4.0,1,101,2013,1,0,0
23.0,6,4.0,1,116,2013,1,0,0
23.0,6,4.0,20,2009,2013,1,1,0
23.0,6,5.0,22,2203,2013,1,0,4
23.0,6,7.0,1,115,2013,1,0,1
23.0,6,7.0,4,401,2013,1,0,1
23.0,6,9.0,22,2216,2013,1,1,0
24.0,6,1.0,1,108,2013,1,0,0
24.0,6,14.0,13,1302,2013,1,0,2
24.0,6,15.0,8,803,2013,1,0,2
24.0,6,17.0,6,605,2013,1,0,2
24.0,6,19.0,1,101,2013,1,0,0
24.0,6,20.0,1,101,2013,1,0,3
24.0,6,20.0,10,1004,2013,1,0,1
24.0,6,21.0,1,117,2013,1,0,1
24.0,6,21.0,10,1014,2013,1,0,1
24.0,6,7.0,1,101,2013,1,0,0
25.0,6,10.0,1,104,2013,1,1,0
25.0,6,14.0,1,104,2013,1,0,1
25.0,6,16.0,10,1001,2013,1,0,0
25.0,6,16.0,22,2216,2013,1,0,14
25.0,6,20.0,1,105,2013,1,0,1
25.0,6,20.0,22,2205,2013,1,0,0
25.0,6,20.0,5,501,2013,1,0,0
25.0,6,22.0,1,102,2013,1,0,1
25.0,6,7.0,1,115,2013,1,0,0
25.0,6,8.0,7,705,2013,1,0,11
25.0,6,9.0,19,1905,2013,1,0,1
26.0,6,14.0,1,101,2013,1,0,1
26.0,6,14.0,5,501,2013,1,0,1
26.0,6,17.0,1,105,2013,1,0,1
26.0,6,18.0,10,1001,2013,1,0,0
26.0,6,19.0,5,501,2013,1,1,0
26.0,6,6.0,1,110,2013,1,1,0
26.0,6,8.0,9,901,2013,1,0,0
27.0,6,1.0,1,110,2013,1,0,1
27.0,6,13.0,5,501,2013,1,0,12
27.0,6,14.0,20,2001,2013,1,0,1
27.0,6,15.0,1,101,2013,1,1,0
27.0,6,15.0,14,1401,2013,1,0,9
27.0,6,18.0,17,1701,2013,1,0,1
27.0,6,19.0,1,110,2013,1,0,2
27.0,6,20.0,1,102,2013,1,0,1
27.0,6,20.0,10,1006,2013,1,0,3
27.0,6,20.0,15,1501,2013,1,1,0
27.0,6,20.0,22,2201,2013,1,1,0
27.0,6,21.0,1,108,2013,1,0,0
27.0,6,21.0,1,110,2013,1,0,2
27.0,6,22.0,22,2201,2013,1,1,0
27.0,6,22.0,9,901,2013,1,0,0
27.0,6,5.0,9,901,2013,1,0,2
27.0,6,6.0,1,101,2013,1,0,2
27.0,6,7.0,21,2102,2013,1,0,1
27.0,6,8.0,1,101,2013,1,0,1
27.0,6,9.0,14,1401,2013,1,0,1
28.0,6,10.0,1,105,2013,1,0,1
28.0,6,11.0,12,1201,2013,1,0,1
28.0,6,14.0,17,1701,2013,1,0,0
28.0,6,17.0,9,901,2013,1,1,0
28.0,6,2.0,1,101,2013,1,0,2
28.0,6,20.0,18,1801,2013,1,0,0
28.0,6,20.0,3,301,2013,1,0,1
28.0,6,21.0,1,101,2013,2,2,1
28.0,6,22.0,1,101,2013,1,0,0
28.0,6,22.0,10,1001,2013,1,0,1
28.0,6,23.0,1,101,2013,1,0,0
28.0,6,23.0,1,102,2013,1,0,5
28.0,6,5.0,1,101,2013,1,0,0
28.0,6,5.0,1,102,2013,1,0,2
28.0,6,8.0,15,1501,2013,1,0,1
29.0,6,1.0,1,101,2013,1,0,2
29.0,6,1.0,5,501,2013,1,1,0
29.0,6,10.0,1,101,2013,1,0,2
29.0,6,12.0,1,105,2013,1,1,0
29.0,6,12.0,13,1301,2013,1,0,1
29.0,6,12.0,9,901,2013,1,0,1
29.0,6,15.0,1,102,2013,1,0,1
29.0,6,16.0,1,110,2013,1,0,4
29.0,6,17.0,9,901,2013,1,0,1
29.0,6,18.0,1,101,2013,1,0,0
29.0,6,18.0,1,102,2013,1,0,1
29.0,6,18.0,10,1001,2013,1,0,4
29.0,6,18.0,22,2201,2013,1,0,1
29.0,6,2.0,9,901,2013,1,0,6
29.0,6,20.0,22,2201,2013,1,0,0
29.0,6,20.0,8,801,2013,1,0,1
29.0,6,21.0,3,301,2013,1,0,3
29.0,6,21.0,4,416,2013,1,0,2
29.0,6,22.0,1,115,2013,1,0,1
29.0,6,22.0,22,2201,2013,1,0,1
29.0,6,23.0,5,501,2013,1,0,2
29.0,6,3.0,15,1501,2013,1,0,2
29.0,6,4.0,1,101,2013,1,0,2
29.0,6,4.0,16,1601,2013,1,0,1
29.0,6,6.0,1,101,2013,1,0,0
29.0,6,7.0,12,1201,2013,1,0,3
29.0,6,7.0,9,901,2013,1,0,15
3.0,6,11.0,8,801,2013,1,0,1
3.0,6,15.0,9,901,2013,1,0,3
3.0,6,18.0,1,101,2013,1,0,2
3.0,6,18.0,11,1104,2013,1,0,1
3.0,6,19.0,22,2216,2013,1,2,5
3.0,6,22.0,1,101,2013,2,1,2
3.0,6,22.0,2,206,2013,1,0,1
3.0,6,22.0,20,2009,2013,1,0,1
3.0,6,8.0,11,1102,2013,1,1,2
30.0,6,1.0,1,101,2013,2,0,0
30.0,6,1.0,1,105,2013,1,0,1
30.0,6,1.0,19,1901,2013,1,0,2
30.0,6,11.0,1,101,2013,1,1,0
30.0,6,11.0,15,1501,2013,1,1,0
30.0,6,13.0,1,105,2013,1,0,1
30.0,6,13.0,16,1601,2013,1,0,1
30.0,6,14.0,1,101,2013,1,0,0
30.0,6,17.0,1,101,2013,1,0,0
30.0,6,17.0,1,115,2013,1,0,1
30.0,6,17.0,18,1801,2013,1,1,5
30.0,6,17.0,5,501,2013,1,0,1
30.0,6,17.0,7,710,2013,1,0,0
30.0,6,19.0,3,301,2013,1,0,4
30.0,6,20.0,1,101,2013,1,0,1
30.0,6,20.0,17,1701,2013,1,1,2
30.0,6,21.0,1,101,2013,1,0,1
30.0,6,22.0,10,1001,2013,1,0,1
30.0,6,22.0,5,501,2013,1,0,1
30.0,6,3.0,1,101,2013,1,0,2
30.0,6,6.0,13,1301,2013,1,0,1
30.0,6,7.0,16,1601,2013,1,1,0
30.0,6,7.0,19,1901,2013,1,0,0
30.0,6,9.0,15,1501,2013,1,1,0
30.0,6,9.0,19,1901,2013,1,0,1
4.0,6,0.0,8,805,2013,1,0,2
4.0,6,10.0,1,101,2013,2,0,2
4.0,6,10.0,10,1002,2013,1,0,1
4.0,6,11.0,1,101,2013,1,0,1
4.0,6,12.0,1,101,2013,2,0,2
4.0,6,15.0,1,101,2013,1,0,1
4.0,6,15.0,18,1801,2013,1,1,0
4.0,6,17.0,1,101,2013,1,0,1
4.0,6,19.0,22,2216,2013,1,0,5
4.0,6,20.0,16,1601,2013,1,0,1
4.0,6,20.0,17,1701,2013,1,1,0
4.0,6,21.0,13,1302,2013,1,1,0
4.0,6,21.0,22,2214,2013,1,0,1
4.0,6,23.0,1,101,2013,1,0,1
4.0,6,23.0,1,113,2013,1,0,1
4.0,6,23.0,14,1401,2013,1,1,0
4.0,6,7.0,1,109,2013,1,0,1
4.0,6,9.0,1,108,2013,1,0,1
4.0,6,9.0,15,1508,2013,1,1,0
5.0,6,11.0,1,101,2013,1,0,1
5.0,6,11.0,1,115,2013,1,0,1
5.0,6,12.0,1,108,2013,1,0,2
5.0,6,12.0,14,1413,2013,1,0,2
5.0,6,20.0,3,301,2013,1,0,1
5.0,6,21.0,1,101,2013,1,0,1
5.0,6,23.0,1,101,2013,1,0,2
5.0,6,6.0,11,1101,2013,1,1,0
5.0,6,6.0,18,1801,2013,1,1,1
6.0,6,15.0,18,1804,2013,1,1,0
6.0,6,15.0,20,2001,2013,1,0,1
6.0,6,17.0,1,117,2013,1,0,2
6.0,6,17.0,4,401,2013,1,0,2
6.0,6,18.0,16,1601,2013,1,1,0
6.0,6,19.0,6,609,2013,1,0,0
6.0,6,20.0,5,511,2013,1,1,0
6.0,6,22.0,10,1013,2013,1,0,1
6.0,6,23.0,1,101,2013,1,0,3
6.0,6,23.0,1,108,2013,1,0,2
6.0,6,23.0,6,609,2013,1,1,0
7.0,6,1.0,1,115,2013,1,0,1
7.0,6,12.0,5,501,2013,1,0,1
7.0,6,15.0,1,101,2013,1,0,0
7.0,6,15.0,1,110,2013,1,0,1
7.0,6,16.0,17,1701,2013,1,0,1
7.0,6,17.0,1,110,2013,1,0,1
7.0,6,17.0,20,2001,2013,1,0,1
7.0,6,18.0,16,1601,2013,1,1,0
7.0,6,20.0,22,2201,2013,1,1,0
7.0,6,21.0,1,102,2013,1,0,0
7.0,6,21.0,5,501,2013,1,0,0
7.0,6,22.0,5,501,2013,1,0,0
7.0,6,5.0,1,102,2013,1,0,2
7.0,6,6.0,1,110,2013,1,0,1
7.0,6,7.0,1,108,2013,1,0,0
7.0,6,7.0,1,110,2013,2,0,2
7.0,6,9.0,1,101,2013,1,0,1
8.0,6,0.0,1,108,2013,1,0,0
8.0,6,0.0,1,110,2013,1,0,2
8.0,6,11.0,4,401,2013,1,0,9
8.0,6,11.0,8,801,2013,1,0,0
8.0,6,12.0,17,1701,2013,1,0,1
8.0,6,13.0,16,1601,2013,1,0,1
8.0,6,13.0,21,2101,2013,1,0,1
8.0,6,15.0,20,2001,2013,1,0,1
8.0,6,18.0,13,1301,2013,1,1,0
8.0,6,18.0,9,901,2013,1,0,2
8.0,6,19.0,1,108,2013,1,1,0
8.0,6,19.0,2,201,2013,1,0,0
8.0,6,19.0,6,601,2013,1,1,0
8.0,6,20.0,12,1201,2013,1,0,0
